TF	target	importance
Tsn	Icos	45.19687521926408
Tsn	Cd200r2	45.19687521926408
Tsn	Rnf219	45.19687521926408
Tsn	Cep57	45.19687521926408
Tsn	Usp18	45.19687521926408
Zfp445	Fam46c	44.30621311265209
Zfp445	Tnfrsf9	44.30621311265209
Zfp445	Gpatch11	44.30621311265209
Zfp445	Prss2	44.30621311265209
Zfp148	Usp18	43.28785397764395
Zfp148	Cd9	43.28785397764395
Zfp148	Cd200r2	43.28785397764395
Zfp148	Icos	43.28785397764395
Zfp148	Fam169b	43.28785397764395
Zfp148	Cep57	43.28785397764395
Zfp148	Rnf219	43.28785397764395
Sp100	Fam169b	42.43585643066791
Sp100	Cep57	42.43585643066791
Sp100	Icos	42.43585643066791
Sp100	Rnf219	42.43585643066791
Sp100	Cd9	42.43585643066791
Sp100	Usp18	42.43585643066791
Sp100	Cd200r2	42.43585643066791
Sema4a	Rnf219	42.26272323930379
Sema4a	Icos	42.26272323930379
Sema4a	Cd9	42.26272323930379
Sema4a	Cep57	42.26272323930379
Sema4a	Usp18	42.26272323930379
Sema4a	Fam169b	42.26272323930379
Sema4a	Cd200r2	42.26272323930379
Stub1	Icos	42.20804959992565
Stub1	Cep57	42.20804959992565
Stub1	Usp18	42.20804959992565
Stub1	Rnf219	42.20804959992565
Stub1	Cd200r2	42.20804959992565
Stub1	Fam169b	42.20804959992565
Stub1	Cd9	42.20804959992565
Setbp1	Tnfrsf9	40.72763436124558
Setbp1	Gpatch11	40.72763436124558
Setbp1	Prss2	40.72763436124558
Setbp1	Fam46c	40.72763436124558
Smarca4	Cd200r2	39.58371490977482
Smarca4	Icos	39.58371490977482
Smarca4	Fam169b	39.58371490977482
Smarca4	Cep57	39.58371490977482
Smarca4	Cd9	39.58371490977482
Smarca4	Rnf219	39.58371490977482
Smarca4	Usp18	39.58371490977482
Suclg1	Gpatch11	38.460402362121584
Suclg1	Tnfrsf9	38.460402362121584
Suclg1	Prss2	38.460402362121584
Suclg1	Fam46c	38.460402362121584
Zfp207	Tnfrsf9	37.3700541488024
Zfp207	Gpatch11	37.3700541488024
Zfp207	Prss2	37.3700541488024
Zfp207	Fam46c	37.3700541488024
Pum3	Gpatch11	35.444970490121676
Pum3	Fam46c	35.444970490121676
Pum3	Prss2	35.444970490121676
Pum3	Tnfrsf9	35.444970490121676
Zc3h7a	Cd9	33.865763458144144
Zc3h7a	Icos	33.865763458144144
Zc3h7a	Usp18	33.865763458144144
Zc3h7a	Cd200r2	33.865763458144144
Zc3h7a	Rnf219	33.865763458144144
Zc3h7a	Fam169b	33.865763458144144
Zc3h7a	Cep57	33.865763458144144
Creb1	Cep57	32.67661180166955
Creb1	Cd9	32.67661180166955
Creb1	Icos	32.67661180166955
Creb1	Usp18	32.67661180166955
Creb1	Rnf219	32.67661180166955
Creb1	Fam169b	32.67661180166955
Creb1	Cd200r2	32.67661180166955
Smarca4	Fam46c	31.71062770824099
Smarca4	Prss2	31.71062770824099
Smarca4	Gpatch11	31.71062770824099
Smarca4	Tnfrsf9	31.71062770824099
Bclaf1	Prss2	31.26463668081496
Bclaf1	Fam46c	31.26463668081496
Bclaf1	Gpatch11	31.26463668081496
Bclaf1	Tnfrsf9	31.26463668081496
Zfp148	Fam46c	30.923819656871483
Zfp148	Prss2	30.923819656871483
Zfp148	Gpatch11	30.923819656871483
Zfp148	Tnfrsf9	30.923819656871483
Elf1	Fam46c	30.50312364294125
Elf1	Tnfrsf9	30.50312364294125
Elf1	Gpatch11	30.50312364294125
Elf1	Prss2	30.50312364294125
Zfp407	Fam169b	30.03405256505935
Zfp407	Cep57	30.03405256505935
Zfp407	Usp18	30.03405256505935
Zfp407	Cd9	30.03405256505935
Zfp407	Icos	30.03405256505935
Zfp407	Rnf219	30.03405256505935
Zfp407	Cd200r2	30.03405256505935
Hif1a	Cep57	29.778908914628023
Hif1a	Fam169b	29.778908914628023
Hif1a	Rnf219	29.778908914628023
Hif1a	Cd200r2	29.778908914628023
Hif1a	Cd9	29.778908914628023
Hif1a	Icos	29.778908914628023
Hif1a	Usp18	29.778908914628023
P4hb	Rnf219	29.341519799602885
P4hb	Fam169b	29.341519799602885
P4hb	Icos	29.341519799602885
P4hb	Usp18	29.341519799602885
P4hb	Cep57	29.341519799602885
P4hb	Cd200r2	29.341519799602885
P4hb	Cd9	29.341519799602885
Sf3b1	Tnfrsf9	27.1189171005025
Sf3b1	Prss2	27.1189171005025
Sf3b1	Fam46c	27.1189171005025
Sf3b1	Gpatch11	27.1189171005025
Arid5b	Cep57	26.835644661438042
Arid5b	Cd9	26.835644661438042
Arid5b	Icos	26.835644661438042
Arid5b	Usp18	26.835644661438042
Arid5b	Cd200r2	26.835644661438042
Arid5b	Rnf219	26.835644661438042
Arid5b	Fam169b	26.835644661438042
Noc2l	Cep57	25.66016141480799
Noc2l	Cd200r2	25.66016141480799
Noc2l	Rnf219	25.66016141480799
Noc2l	Icos	25.66016141480799
Noc2l	Cd9	25.66016141480799
Noc2l	Fam169b	25.66016141480799
Noc2l	Usp18	25.66016141480799
Arid5b	Fam46c	25.606541556753314
Arid5b	Gpatch11	25.606541556753314
Arid5b	Tnfrsf9	25.606541556753314
Arid5b	Prss2	25.606541556753314
Zfp646	Usp18	24.967628649351525
Zfp646	Cep57	24.967628649351525
Zfp646	Cd9	24.967628649351525
Zfp646	Cd200r2	24.967628649351525
Zfp646	Rnf219	24.967628649351525
Zfp646	Fam169b	24.967628649351525
Zfp646	Icos	24.967628649351525
Ddit3	Gpatch11	23.85719167604343
Ddit3	Tnfrsf9	23.85719167604343
Ddit3	Fam46c	23.85719167604343
Ddit3	Prss2	23.85719167604343
Dnmt1	Cd9	23.591675391668286
Dnmt1	Rnf219	23.591675391668286
Dnmt1	Usp18	23.591675391668286
Dnmt1	Cd200r2	23.591675391668286
Dnmt1	Icos	23.591675391668286
